age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,predclass
74.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20.0,United-States,<=50K
39.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,Philippines,>50K
22.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45.0,United-States,<=50K
22.0,Private,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,28.0,United-States,<=50K
28.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
54.0,Private,Bachelors,13.0,Never-married,Other-service,Own-child,Black,Female,0,0,36.0,United-States,<=50K
43.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
52.0,Private,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,Black,Male,14344,0,40.0,United-States,>50K
25.0,Private,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
56.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
32.0,Private,Assoc-voc,11.0,Divorced,Craft-repair,Own-child,White,Male,0,0,46.0,United-States,<=50K
57.0,Private,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
33.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
35.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
44.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50.0,United-States,>50K
41.0,Private,HS-grad,9.0,Widowed,Exec-managerial,Other-relative,White,Male,914,0,40.0,United-States,<=50K
42.0,Local-gov,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
46.0,Local-gov,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
45.0,Private,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,Female,4687,0,35.0,United-States,>50K
38.0,Private,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3942,0,84.0,Portugal,<=50K
48.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,52.0,United-States,<=50K
41.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
75.0,Private,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
47.0,Private,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Female,0,0,55.0,United-States,<=50K
66.0,Private,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,13.0,United-States,<=50K
47.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
52.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
27.0,Private,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,0,0,20.0,United-States,<=50K
46.0,State-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40.0,United-States,>50K
41.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
47.0,Private,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Mexico,<=50K
38.0,Private,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30.0,United-States,<=50K
23.0,Private,7th-8th,4.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30.0,United-States,>50K
25.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48.0,United-States,<=50K
17.0,State-gov,10th,6.0,Never-married,Other-service,Own-child,White,Male,0,0,30.0,United-States,<=50K
22.0,State-gov,Some-college,10.0,Never-married,Tech-support,Own-child,White,Male,0,0,20.0,United-States,<=50K
32.0,Private,7th-8th,4.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,15.0,Mexico,<=50K
38.0,Private,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,>50K
49.0,Private,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40.0,United-States,<=50K
45.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
51.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
54.0,Private,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25.0,United-States,>50K
44.0,Federal-gov,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Widowed,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,9th,5.0,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40.0,El-Salvador,<=50K
59.0,Private,Some-college,10.0,Separated,Sales,Not-in-family,White,Male,14084,0,60.0,United-States,>50K
63.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
56.0,Private,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,4101,0,40.0,United-States,<=50K
49.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
30.0,State-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,>50K
34.0,Private,Assoc-acdm,12.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
27.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55.0,United-States,<=50K
24.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50.0,United-States,<=50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,36.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40.0,Mexico,<=50K
34.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,52.0,United-States,<=50K
27.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
30.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35.0,Germany,<=50K
48.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40.0,United-States,>50K
36.0,Private,Bachelors,13.0,Separated,Other-service,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
37.0,Private,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,>50K
38.0,State-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,30.0,United-States,>50K
22.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
51.0,Private,HS-grad,9.0,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40.0,United-States,<=50K
58.0,Self-emp-not-inc,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
57.0,Private,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,>50K
25.0,Private,10th,6.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
26.0,Private,11th,7.0,Separated,Craft-repair,Other-relative,White,Male,2907,0,50.0,United-States,<=50K
47.0,Private,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50.0,United-States,>50K
36.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
40.0,Private,12th,8.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,Cuba,>50K
25.0,Local-gov,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,20.0,India,<=50K
34.0,Local-gov,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,48.0,United-States,<=50K
43.0,Private,Prof-school,15.0,Separated,Tech-support,Not-in-family,White,Male,0,0,50.0,Columbia,>50K
26.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,>50K
33.0,Private,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
40.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,45.0,United-States,<=50K
35.0,Private,7th-8th,4.0,Divorced,Tech-support,Unmarried,White,Female,0,0,40.0,United-States,<=50K
52.0,Private,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45.0,United-States,<=50K
41.0,State-gov,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,3464,0,40.0,United-States,<=50K
35.0,Private,10th,6.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
46.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40.0,United-States,>50K
33.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
49.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
61.0,Private,Some-college,10.0,Divorced,Other-service,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
24.0,Private,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
43.0,Private,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
31.0,Private,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40.0,Cuba,<=50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Germany,<=50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
48.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
53.0,State-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70.0,United-States,>50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
47.0,Self-emp-not-inc,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,>50K
18.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,20.0,United-States,<=50K
31.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,97.0,United-States,>50K
32.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
45.0,Private,11th,7.0,Widowed,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
53.0,Federal-gov,Some-college,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
20.0,Private,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,40.0,United-States,<=50K
58.0,Private,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
49.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
43.0,Self-emp-inc,Bachelors,13.0,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
56.0,Private,9th,5.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40.0,United-States,<=50K
20.0,Private,Some-college,10.0,Never-married,Transport-moving,Own-child,White,Male,0,0,35.0,United-States,<=50K
42.0,Private,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
37.0,Private,11th,7.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
26.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,50.0,United-States,>50K
26.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,20.0,United-States,<=50K
38.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40.0,Philippines,<=50K
22.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,24.0,Mexico,<=50K
55.0,Local-gov,Some-college,10.0,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
54.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
26.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,<=50K
22.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,6.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Federal-gov,Bachelors,13.0,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
33.0,State-gov,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45.0,United-States,<=50K
35.0,Private,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,0,0,20.0,United-States,<=50K
50.0,Private,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,35.0,Philippines,<=50K
51.0,Local-gov,Prof-school,15.0,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
51.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80.0,United-States,>50K
28.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,Female,0,0,42.0,Germany,<=50K
38.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,United-States,<=50K
26.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,Germany,>50K
27.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
37.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
37.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,14344,0,40.0,United-States,>50K
28.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
19.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,30.0,United-States,<=50K
48.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,47.0,United-States,<=50K
42.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,42.0,United-States,>50K
47.0,Private,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46.0,United-States,>50K
44.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
66.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
42.0,Private,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
62.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
50.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55.0,United-States,>50K
18.0,Private,11th,7.0,Never-married,Prof-specialty,Other-relative,White,Male,0,0,3.0,United-States,<=50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
47.0,Self-emp-inc,Prof-school,15.0,Never-married,Other-service,Not-in-family,White,Male,0,0,60.0,United-States,>50K
24.0,Local-gov,11th,7.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45.0,United-States,<=50K
62.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45.0,United-States,>50K
25.0,Private,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
35.0,Self-emp-not-inc,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,30.0,United-States,<=50K
28.0,Local-gov,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,35.0,United-States,<=50K
35.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45.0,United-States,<=50K
36.0,Private,10th,6.0,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
29.0,Private,10th,6.0,Separated,Sales,Unmarried,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,9th,5.0,Never-married,Sales,Own-child,White,Female,0,0,32.0,United-States,<=50K
66.0,Private,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
35.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
25.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,<=50K
46.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
43.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
39.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
44.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55.0,United-States,<=50K
39.0,Local-gov,Bachelors,13.0,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,10.0,Japan,<=50K
19.0,Private,11th,7.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
33.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40.0,Mexico,<=50K
40.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
24.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
38.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
36.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
22.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
22.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
